No,ID_Perfume,perfume,brand,top notes,mid notes,base notes,is_lokal
167,HRMN-0167,Beach Walk,Filosophia,"sea notes, coconut","pineapple, sugarcane, bamboo","sandalwood, sand",TRUE
168,HRMN-0168,CHNO,SAFF & Co,"Pink pepper, Orange blossom, Pear","Coffee, Jasmin, Bitter almond, Licorice","Vanilla, Patchouli, Cedar, Cashmere wood",TRUE
169,HRMN-0169,LOUI,SAFF & Co,"Verbena, Green, Aldehydic","Rose, Peony, Lily of the Valley","Cedarwood, Musk",TRUE
170,HRMN-0170,COCO,SAFF & Co,"Citrus, Floral, Green","Marine, Woody","Musky, Oriental",TRUE
171,HRMN-0171,Cascavel,SAFF & Co,"Saffron, Orange Blossom","Jasmine, Violet, Lily of the Valley","Oakmoss, Ambergris",TRUE
172,HRMN-0172,MALEALI,SAFF & Co,"Bush Juniper, Tellicherry Pepper","Palo Santo a.k.a The Tree of Life, Red Sandalwood","Nagarmotha, Sulawesi Patchouli",TRUE
173,HRMN-0173,Minouet,SAFF & Co,"Starkrimson, Galbanum","Roseraie de l'Hay, Bigarade Orange, Iris Pallida","Cashmere Wood, Fior di Latte, Ambergris",TRUE
174,HRMN-0174,SAFF,SAFF & Co,"Bergamot, Mandarin, Saffron","Ylang, Lily of the valley, Jasmine/White Floral","Dryamber, Leathery, Musk",TRUE
175,HRMN-0175,MORFOSIA,SAFF & Co,"Rhubarb, Yuzu, Elletaria","Shogayu, Narcissus, Cape Jasmine","Amber, Red Cedar, haiti Vetiver",TRUE
176,HRMN-0176,IRAI LEIMA,SAFF & Co,"Cassis bud, Dalanghita, Pink peppercorn","Duchesse de Nemours, Water Iris, Raat Ki Rani","Ambrette, Ancient waters",TRUE
177,HRMN-0177,ILIAD,SAFF & Co,"Pink Peppercorn, Peony, Muguet","Ylang ylang, Iris, Hedione","Amber, Cashmeran, Patchouli",TRUE
178,HRMN-0178,XOCOLATL,SAFF & Co,"Mandarin, Pear, Apple","Heliotrope, Plumeria, Maltol, Gardenia","Coconut, Musk, Sandalwood",TRUE
179,HRMN-0179,LAS POZAS,SAFF & Co,Datura a.k.a The Angel's Trumpet,Sumatran benzoin & Nutmeg,"Cashmeran, Cedar, Sandalwood",TRUE
180,HRMN-0180,Solaris,SAFF & Co,"Bergamot, Mandarin, Violet Leaves","Orris, Freesia, Cedarwood","Vetiver, Amber, Tonka Bean",TRUE
181,HRMN-0181,OSTARA,SAFF & Co,"Raspberry. Passionfruit, Pear","Cassis Buds, Lily of the Valley","Amber, Patchouli, Heliotrope",TRUE
182,HRMN-0182,S. O. T. B,SAFF & Co,"Mandarin, Galbanum, Ylang","Tuberose, Jasmine, Orange flower","Vanilla, Tonka bean, Musk",TRUE
183,HRMN-0183,OMNIA,SAFF & Co,"Grapefruit, Green Notes","Rose, Floral, Iris","Woody, Heliotrope, Musk",TRUE
184,HRMN-0184,TROUPE,SAFF & Co,"Citrus/Fresh, Pear","Rose, Orange Blossom, Freesia","Patchouli, Musky, Amber",TRUE
185,HRMN-0185,Matcha Éclat,Carl & Claire,"Green tea, Bergamot, Orange","Jasmine, Matcha, orange blossom","mossy, cedarwood",TRUE
186,HRMN-0186,Enchantée,Carl & Claire,"Citrus, Ginger, Peach","White flowers, Jasmine, Tuberose, Heliotrope","Ambrette, Musk, Solar, Gourmand",TRUE
187,HRMN-0187,Mystical Mirage,Carl & Claire,"Oud, Turkish Rose",Violet,"Oud, Vanilla",TRUE
188,HRMN-0188,Into the Woods,Carl & Claire,"Violet, Lotus, Verbena","Lily of The Valley, Tea Rose","Sandalwood, Amber, Musk",TRUE
189,HRMN-0189,Garden of Eden,Carl & Claire,"Saffron , Jasmine","Amber, Wood",Cedarwood,TRUE
190,HRMN-0190,Take My Hand,Carl & Claire,"Bergamot, Fruity, Floral","Floral, Patchouli","Ambery, Animalic",TRUE
191,HRMN-0191,Morning Glory,Carl & Claire,"Citrus, White Floral, Fruity","Floral, Jasmine, Lily of The Valley","Moss, Musky, Oriental",TRUE
192,HRMN-0192,A Love Like This,Carl & Claire,"Lily, Aromatic, Eucalyptus, Ginger","Lily, Ambery, Jasmine","Cedarwood, Musky, Patchouli",TRUE
193,HRMN-0193,Dancing With My Shadow,Carl & Claire,"Floral, Fresh, Herbaceous","Floral, Oriental, Rose","Ambery, Balsamic, Musky",TRUE
194,HRMN-0194,Delicate Embrace,Carl & Claire,"Citrus, Freesia, Fruity, Pear","Lily of The Valley, Rose","Ambery, Musky",TRUE
195,HRMN-0195,Spring Sonata,Carl & Claire,"Citrus, Rose, Peony, Jasmine, Fruity","Floral, Fruity, Lactonic","Ambery, Floral, Musky",TRUE
196,HRMN-0196,Talking to the Moon,Carl & Claire,"Fruity, Orange Blossom","Jasmine, Tuberose, Woody","Ambery, Musky, Sweet",TRUE
197,HRMN-0197,Song of the Youth,Carl & Claire,"Citrus, Floral, Fruity","Magnolia, Musky, Iris, Vanilla","Ambery, Animalic, Moss",TRUE
198,HRMN-0198,Black Dahlia,Carl & Claire,"White Floral, Gourmand, Coffee","Vanilla, Floral, Woody","Ambery, Musky, Sweet",TRUE
199,HRMN-0199,Enigma,Eloi Coco,"Blackcurrant LMR, Raspberry","Jasmine LMR, Rose LMR","Patchouli Indonesia LMR, Tonka bean LMR",TRUE
200,HRMN-0200,Rosie Posie,Eloi Coco,"Cardamom, plum","Rose LMR, Cedarwood","Vanilla Bean LMR, Amber",TRUE
201,HRMN-0201,Blanc Pepper,Eloi Coco,"Pink Pepper, Bergamot","Orris, Violet, Orange Flower","Musk, Amberette",TRUE
202,HRMN-0202,Moonlight Musk,Eloi Coco,"Lychee, Blackcurrant","Rose, Muguet","White Musk, Vetiver LMR",TRUE
203,HRMN-0203,Lightning & Thunder,Eloi Coco,"Coffe, Mandarin","Lavender LMR, Orange Blossom","Vanilla Bean LMR, Tonka Bean LMR",TRUE
204,HRMN-0204,A Lazy Afternoon,Eloi Coco,"Ginger Lily, Pink Pepper LMR","Violet leaves LMR, Jasmine LMR","Sandalwood, LMR, Patchouli LMR",TRUE
205,HRMN-0205,Park Lane Cigarillos,Eloi Coco,"Lemon, Pineapple, Cinnamon","Green Leaf Violet, Lavender, Marine Accords","Musk, Leather, Amberwood",TRUE
206,HRMN-0206,Polo Whisky Red,Eloi Coco,"Red Grapefruit, Cedrat, Red Cranberry","Strong Saffron, Lavandin, Sage","Wood, Amber, Coffee",TRUE
207,HRMN-0207,Niagara Falls,Eloi Coco,"Bergamot, Cardamom, Nutmeg","Lavandin, Green Leaf, Cedarwood","Amberwood, Gaiacwood, Musk",TRUE
208,HRMN-0208,The Dark Side,Eloi Coco,"Clove Buds, Bergamot, White Petals","Jasmine, Pink Rose, Ylang Ylang","Violet, Rice Powder, Musk",TRUE
209,HRMN-0209,Love in Motion Classic Man,Eloi Coco,"Grapefruit, Nutmeg, Pine, Lemon","Clary Sage, Patchouli, Lavender, Guaiacwood","Cedarwood, Vetiver, Amber",TRUE
210,HRMN-0210,Cibiche,Eloi Coco,"Marine Notes, Mint, Green Accords, Corriander","Neroli, Geranium","Cedarwood, Oakmoss, Musk",TRUE
211,HRMN-0211,Polo Whisky Green,Eloi Coco,"Pine, Lavender, Bergamot, Cumin, Basil, Juniper","Marjoran, Jasmine, Carnation, Rose, Coriander","Patchouli, Leather, Amber, Musk, Cedar, Frankicense",TRUE
212,HRMN-0212,Polo Whisky Black,Eloi Coco,"Iced Mango, Spanish Sage, Green Fresh Accords","Silver Armoise, Hedione, Wormwood","Patchouli Noir, Sandalwood, Timberol, Tonka Bean",TRUE
213,HRMN-0213,Coastal Grove,Eliotte Parfums,"Lemon, Lime","Juniper Berries, Cypress, Pine Tree",Sea Water,TRUE
214,HRMN-0214,Tonka Nostalgia,Eliotte Parfums,"Tonka Bean, Cherry, Lemon","Bit Cola, Jasmine",Amber,TRUE
215,HRMN-0215,Holy Moly,Eliotte Parfums,"Bergamot, Grapefruit",Black Currant,"Ambroxan, Iso e Super",TRUE
216,HRMN-0216,Super Last Course,Eliotte Parfums,"Lemon, Orange",Cinnamon,"Vanilla, Caramel",TRUE
217,HRMN-0217,Apple Sangria,Eliotte Parfums,"Lemon, Apple, Pineapple",Cinnamon,"Sugar, Brandy",TRUE
218,HRMN-0218,Vanille Seduction,Eliotte Parfums,"Bergamot, Lemon","Pepper, Ginger, Rose","Vanilla, Cumin, Resins",TRUE
219,HRMN-0219,Morning Kiss,Eliotte Parfums,"Grapefruit, Orange","Neroli, Tea, Ginger",Ambroxan,TRUE
220,HRMN-0220,Sweet Symphony,Eliotte Parfums,Pepper,"Carnation, Olibanum, Saffron","Vanilla, Suede",TRUE
221,HRMN-0221,Long Way To The Bar,Eliotte Parfums,Rum,"Oak, Vanilla","Amber, Tobacco, Leather, Chestnut",TRUE
222,HRMN-0222,Saturday Shenanigans,Scentalgia,"Pineapple, Plum","Iris, Bulgarian Rose, Peony","Honey, Patchouli, Amber",TRUE
223,HRMN-0223,Page 11,Scentalgia,"Kiwi, Watermelon, Lemon Blossom","Peony, Cyclamen, Jasmine Sambac","White Musk, Patchouli, Sandalwood",TRUE
224,HRMN-0224,Treats and Tea,Scentalgia,"Genmaicha, Apple, Yuzu","Coffee, Cocoa, Tulip","Vanilla, Cedarwood, Tobacco",TRUE
225,HRMN-0225,Nocturne,Scentalgia,"Lemon, Bergamot, Lavender","Nutmeg, Violet, Vetiver","Tonka Bean, Suede, Sandalwood",TRUE
226,HRMN-0226,Raw Morning 09:00AM,Scentalgia,"Lemon, Rhubarb, Aldehyde","Wild Rose, Peony, Rose Petal","Amber, Patchouli, Vetiver",TRUE
227,HRMN-0227,Golden Hour,Scentalgia,"Saffron, Neroli","Milk, Almond, Iris","Vanilla, Ambergris, Caramel",TRUE
228,HRMN-0228,Raw Morning 05:00 AM,Scentalgia,"Bergamot, Orange Blossom","Orange Blossom, Rose","White Musk, Vanilla",TRUE
229,HRMN-0229,Anything Else?,Scentalgia,"Raspberry, Blackcurrant","Cotton Candy, Caramel, Iris","Benzoin, Honey, Vanilla, Patchouli",TRUE
230,HRMN-0230,The Starry Night,Scentalgia,"Cardamom, Grapefruit, Pink Pepper","Geranium, Rose, Ginger, Aromatic Cedar","Nutmeg, Cedarwood, Musk",TRUE
231,HRMN-0231,The Kiss,Scentalgia,"Floral, Saffron","Ylang Ylang, Spicy, Amber Accord","Musky, Woody, Vanilla",TRUE
232,HRMN-0232,Le Saint Tropez,Bonavie,"BERGAMOT, NUTMEG, CARDAMOM","LILY OF THE VALLEY, VIOLET, YLANG","CEDARWOOD, VETIVER, MUSKY",TRUE
233,HRMN-0233,Madeleine et Glacé,Bonavie,"BERGAMOT, RED FRUITS, NEROLI","TUBEROSE, ORANGE BLOSSOM, JASMINE","AMBER, WHITE MUSK, WOODY",TRUE
234,HRMN-0234,Poudre et Plume,Bonavie,"Berry, Bergamot, Violet Leaf","Jasmine, Lily of the Valley, Rose","Patchouli, Musk, Vetiver",TRUE
235,HRMN-0235,Le Jasmin Doux,Bonavie,"Cassis Buds, Green, Pear","Jasmine, Lily of The Valley, Iris","Dry Amber, Musk",TRUE
236,HRMN-0236,Mon Petit Soleil,Bonavie,"floral, mandarin, ivy","Orchid, violet, rose","Plum, wood, musk",TRUE
237,HRMN-0237,La Belle Étoile,Bonavie,"Bergamot, Pear, Berry","Jasmine, Peony","Musk, Patchouli",TRUE
238,HRMN-0238,Fleur du Jardin,Bonavie,"Mandarin, Dewberry, Watermelon","Carnation, Muguet, Jasmine","Amber, Musk, Patchouli",TRUE
239,HRMN-0239,Creme Canele,Bonavie,"pear, pink pepper, coffee","jasmine, caramel, heliotrope","vanilla, patchouli, cedarwood",TRUE
240,HRMN-0240,Marie Antoinette,Bonavie,"orange flower, bergamot, mandarin","jasmine, rose, ylang-ylang","cedarwood, patchouli, musk",TRUE
241,HRMN-0241,La Petite Sirene,Bonavie,"Citron, Mandarin, Orange","Aquatic, Magnolia, Ylang","Cedarwood, Vetiver, Musky",TRUE
242,HRMN-0242,Wild Side,Cave,"Bergamot, Pepper","Pepper, Lavender, Patchouli, Geranium","Cedar Woods, Labdanum",TRUE
243,HRMN-0243,Vanilla Oud,Cave,"Candied mandarin, vanilla, floral","Coconut, rice, lily flower, apple blossom","Vanilla, woody notes",TRUE
244,HRMN-0244,Eather Oud,Cave,"Oud wood, Incense","Raspberry, Saffron, Benzoin","Leather, Amberwood, Geranium",TRUE
245,HRMN-0245,Easy Day,Cave,"Passion Fruit, Lime, Ginger, Red Apple","Incense, Pepper, Mint","Vanilla, Woody",TRUE
246,HRMN-0246,Golden Soul,Cave,"Mandarin Orange, Grapefruit, Mint","Cinnamon, Rose","Wood, Patchouli",TRUE
247,HRMN-0247,Aura Lovers,Kitschy,"Pink Peppercorn, Bergamot, Solar","Jasmine, Orange Flower","Coffee, Vanilla, Sandalwood",TRUE
248,HRMN-0248,AURA Blush,Kitschy,"Apple, Orange Zest, Chamomile","Floral, Patchouli, Sandalwood, Tea","Musk, Amberwood, Lorenox, Orcanox",TRUE
249,HRMN-0249,AURA Tears,Kitschy,"Floral, Sweet Amber, Woody","Patchouli, Warm Spicy, Coconut","Musk, Creamy Powder, Velvet",TRUE
250,HRMN-0250,Rania de Bloem,Kitschy,"Rose, Wild Berry, Scent Garden","Woody, Forest Essence, Blossom Bouquet","Amber, Musky, Earthy Undertones",TRUE
251,HRMN-0251,Fairytale,Kitschy,"Pistachio, Hazelnut, Cassis","Peony, Jasmine, Muguet","Vanilla, Maltol",TRUE
252,HRMN-0252,Day Dream,Kitschy,"Oud, Pink Pepper, Cardamon, Lavender.","Jasmine, Patchouli, Cedar, Vanilla, Muguet.","Amber, Sandalwood, Tonka Bean, Musk, and Coconut.",TRUE
253,HRMN-0253,Forever Vacation,Kitschy,Marshmallow and Pink Pepper,"Jasmine, Iris, and Vanilla","Musk, Wood, Orange, Patchouli",TRUE
254,HRMN-0254,Date Night,Kitschy,"Calabrian Bergamot, California Orange, Mint","Magnolia, Grasse Rose, Violet","Musk, Cedar, Bulgarian Rose",TRUE
255,HRMN-0255,Golden Hour,Kitschy,Honey and Jasmine Sambac,Marigold,Benzoin and Ylang Ylang,TRUE
256,HRMN-0256,Profumo,Bonjour,"Bergamot, sea notes","Rosemary, Sage, Geranium","Incense, patchouli",TRUE
257,HRMN-0257,Bliss Roses,Bonjour,"Rose, Bulgarian Rose",Agarwood Saffron,"Ambergris, Black Pepper",TRUE
258,HRMN-0258,Chant d'amour,Bonjour,"Blueberry Bergamot, Ginger","Rose, Jasmine","Musk, Cypress, Patchouli",TRUE
259,HRMN-0259,Green Tea Pour Femme,Bonjour,"Mint, Rhubard, Lemon, Bergamot","White Amber, Jasmine, Musk, Fennel","Carnation , Jasmine, Oakmoss, Cloves, Caraway",TRUE
260,HRMN-0260,Blue Icon,Bonjour,"Fig Leaf, Grapefruits, Bergamot, Water Notes","Black Pepper, Patchouli, Violet","Saffron, Tonka Bean, Incense, Musk",TRUE
261,HRMN-0261,Tres Chic,Bonjour,"Damask Rose, Saffron, Jasmine","Rose Water, Amberwood, Ambergris","Agarwood, White Musk, Cedar",TRUE
262,HRMN-0262,My Wish,Bonjour,"Kiwi, Pink Pepper, Rhuburb","Watermelon, Jasmine, Cyclamen","Lemon, Sandalwood, Musk",TRUE
263,HRMN-0263,Forever Musc,Bonjour,"Ylang-Ylang, Basil, Galbanum, Musk,Lily","Rose, Jasmine - Musk, Lily","Iris, Amber, Vanilla, Jasmine, Peach, Vetiver",TRUE
264,HRMN-0264,Lady Boss,Bonjour,"Strawberry, Raspberry, Blackberry, Sour Cherry, Black Currant, Mandarin Orange, Lemon","Violet, Jasmine","Musk, Vanilla, Cashmeran, Woody Notes, Oakmoss, Amber, Patchouli",TRUE
265,HRMN-0265,Forever Young,Bonjour,"Bergamot, Mandarin Orange, Peach","Violet , Red Apple , Apricot, Woody, Musk","Blackcurrant, Tuberose, Gardenia, Nectarine",TRUE
266,HRMN-0266,Musk Ambre,Bonjour,"Ylang -Ylang, Basil, Galbanum","Musk, Lily, Rose, Jasmine","Iris, Amber, Vanilla, Peach, Vetiver",TRUE
267,HRMN-0267,Roses n Musk,Bonjour,-,"Damask Rose, Rose Water","Agarwood, White Musk, Amber",TRUE
268,HRMN-0268,Quantum,Bonjour,"Melon, Bergamot, Mint, Black","Sea Water, Green Apple, Cappucino, Cardamon","Amber, Woodsy Notes",TRUE
269,HRMN-0269,Only You,Bonjour,"Bergamot, Mandarin Orange, Peach, Violet, Red Apple, Apricot","Blackcurannt, Tuberose, Gardenia, Nectarine, Marigold",Woodsy Notes,TRUE
270,HRMN-0270,Beautiful,Bonjour,"Pear,Mandarin,Pink Papper Coffe, Neroli, Prune","Rose, Orange Blossom, Jamine Freesia,Caramel, Heliotrope","Vanilla, Patchouli, Sandalwood,Wood, Cedar, Amber, Musk",TRUE
271,HRMN-0271,Magnolia Bloom,Bonjour,"Magnolia, Fruity, Citruses. Orange Blossom","Jasmine, Rose, Lily Of The Valley","Vanilla, Vetiver, SandalWood",TRUE
272,HRMN-0272,Black Hole,Bonjour,"Pear, Pink Pepper, Orange Blossom","Coffee, Jasmine, Bitter Almond, Licorice","Vanilla, Patchouli, Cashmere Wood, Cedar",TRUE
273,HRMN-0273,Love Scent,Bonjour,"Violet, Tuscan Iris, Green Notes","Rose, Tuscan Iris, Chinese Jasmine","Peach, Acácia, White Musk",TRUE
274,HRMN-0274,Lagoon,Bonjour,"Sicilian Lemon, Bellflower, Cedar, Apple","White Rose, Bamboo, Jasmine","Cedar, Musk, Amber",TRUE
275,HRMN-0275,Cotton Sparkle,Bonjour,"Cotton Candy, Nectarine, Blackcurrant, Clementine","Wild Orchid, Orange Blossom","Woodsy, Musk,Ambre",TRUE
276,HRMN-0276,Beauty,Bonjour,"Pear, mandarin, pink pepper, coffe, neroli","Rose, orange blossom, jasmine, caramel","Vanilla, patchouli, sandalwood, musk, amber",TRUE
277,HRMN-0277,Vanilla Silk,Bonjour,"Vanilla, Floral, Coconut","Rice, Vanilla, Coconut","Heliotrope, Musk, Sandalwood",TRUE
278,HRMN-0278,Blue Circle,Bonjour,"Petitgrain, Neroli, Lavender, Rosemary","Galbanum, Geranium, Jasmine","Vetiver, Cedar, Oakmoss, Sandalwood, Amber",TRUE
279,HRMN-0279,BLACK STONE,Bonjour,"Champagne Citruses, Papper","Geranium, Violet Leaves","Sandalwood, Ambrocenide",TRUE
280,HRMN-0280,Explorer,Bonjour,"Bergamot, Pink Pepper, Clary Sage","Haitian Vetiver, Leather","Ambroxan, Akigalawood, Indonesian Patchouli Leaf, Cacao Pod",TRUE
281,HRMN-0281,Twilight Ginger,Bonjour,Peony,"Ginger, Candied Ginger",Cedar,TRUE
282,HRMN-0282,Ethereal Silver Mirage,Mine. Perfumery,"Petitgrain, Grapefruit, Bergamot","Suede, Pine, Hedione, Silver Needle Tea","Musk, Sandalwood, Guaiacwood",TRUE
283,HRMN-0283,DIRTY MONEY,Mine. Perfumery,"Black Pepper, Orange","Sandalwood, Poppy, Ambroxan, Neroli","Vanilla, Bank Notes, White Musk, Patchouli",TRUE
284,HRMN-0284,TRUST FUND BABY,Mine. Perfumery,"Black Pepper, Orange","Sandalwood, Poppy, Ambroxan, Neroli","Vanilla, Bank Notes, White Musk, Patchouli",TRUE
285,HRMN-0285,DADDY’S MONEY,Mine. Perfumery,"Rosemary, Violet Leaf, Bergamot","Myrhh, Labdanum, Olibanum, Vanilla","Wallet, Amber, Oud, Sandalwood, Cedar",TRUE
286,HRMN-0286,OLD MONEY,Mine. Perfumery,"Rosemary, Violet Leaf, Bergamot","Myrhh, Labdanum, Olibanum, Vanilla","Wallet, Amber, Oud, Sandalwood, Cedar",TRUE
287,HRMN-0287,24 Carat,Mine. Perfumery,"Floral Nectar, Mimosa, Pink Pepper","Gardenia, Gold-Leaf, Iris, Violet, Tuberose","Suede, Vanilla Milk, Amber, Leather",TRUE
288,HRMN-0288,Toxique Vanille,Mine. Perfumery,White musk Plum,White woods Labdanum Resinous Cigar Whiskey Congac,Amber vanilla Ambroxan Oud Guaiacwood,TRUE
289,HRMN-0289,Vanilla Caviar,Mine. Perfumery,Lavender magnolia grapefruit,Orris root caviar ginger jasmine peony,vanilla absolute tonka bean ambroxan musk sandalwood,TRUE
290,HRMN-0290,Ethereal Thermal ,Mine. Perfumery,Bergamot Cassis Rose,Suede Violet Sandalwood, Vetiver Vanilla White Musk,TRUE
291,HRMN-0291,2023,Mine. Perfumery,"Almond, Cherry, Pistachio","Blossoms, Cyclamen, Sandalwood","Cherry, Salted Caramel, Vanilla",TRUE
292,HRMN-0292,Perky Pomegranate,Mine. Perfumery,"Ambroxan, Toffeed sugar, Guaiacwood","Muguet, Rose, Sandalwood","Pomegranate. Rhubarb, Neroli",TRUE
293,HRMN-0293,Pineapple Pleasure,Mine. Perfumery,"Pineapple, Passionfruit, Strawberry","Peony, Red Berries, Lily of the Valley","White Musk, Oakmoss, Sandalwood",TRUE
294,HRMN-0294,Golden Pear,Mine. Perfumery,"Californian Lemon, Mandarin, Pear","Orange Blossom, Aldehydic, Fruity","Cotton Candy, White Musk, Sea Salt",TRUE
295,HRMN-0295,Koko Kink,Mine. Perfumery,"White Coconut, Vanilla Absolut, Sea Salt,","Orchid, Sun Rays, Tonka,","Benzoin, Musk, Sandalwood",TRUE
296,HRMN-0296,Berry Bash,Mine. Perfumery,"Raspberry, Blackberry, Strawberry","Watermelon, Ozone, Apple","Amber, Musk, Praline",TRUE
297,HRMN-0297,Fig-Urative ,Mine. Perfumery,"Bergamot, Pink Pepper, Cardamom","Orris Root, Violet, Fig","Vanilla, Sandalwood, Musk",TRUE
298,HRMN-0298,UNTAMED,Mine. Perfumery,"Citrus, Pink Pepper, Orange Blossom","Toasted Almond, Sandalwood, Juniper","Oud, Vanilla, Indonesian Patchouli",TRUE
299,HRMN-0299,ETHEREAL EXTREME,Mine. Perfumery,"Toasted Almond, Bergamot, Pink Pepper","Babys Breath, Ambergris, Bezoin","Maple, Tonka Bean, Salted Caramel",TRUE
300,HRMN-0300,2022,Mine. Perfumery,"Bergamot, Rhubarb",Lily,Vanilla,TRUE
301,HRMN-0301,Sakura Sake,Mine. Perfumery,"Strawberry, Momo Peach, Sake","Blackcurrant, Cherry Blossom, Rosewood oil","Creamy Sandalwood, Ethyl Maltol, Ambrette",TRUE
302,HRMN-0302,TATAMI,Mine. Perfumery,"Plum, Earl Grey, orange Blossom","Peony Rose, Blackcurrant, bud Lily of the Valley","Ambrettolide, Violet Leaf, Tea Leaf",TRUE
303,HRMN-0303,UNBOUND,Mine. Perfumery,"Nutmeg, Cardamom, Tobacco","Taekwood, Gula Aren, Mahogany","Javanese Vanilla, Sandalwood, Cacao",TRUE
304,HRMN-0304,LUCID DREAMS,Mine. Perfumery,"Air, White Peach, Gardenia","Solar, Maltol, Vanillin","White Musk, Ambergris, Ambroxan",TRUE
305,HRMN-0305,FLORAISON ,Mine. Perfumery,"Pink Pepper, Peony, Lychee, Wild Berry,","Hedione, Rose Otto Oil,","White Musk, Patchouli, Bois De Rose",TRUE
306,HRMN-0306,LA BOHÈME,Mine. Perfumery,"Forest Mist, Cannabis, Raspberry Ketone","Oakmoss, Violet, Vanillin","Patchouli, Wild Vetiver, Ethyl Maltol",TRUE
307,HRMN-0307,ALMALIKA,Mine. Perfumery,"Desert Lavender, Fir Needle, Black Pepper, Myrrh","Lilac, Desert Rose","White Oud, Guaiacwood, Vanillin",TRUE
308,HRMN-0308,ETHEREAL,Mine. Perfumery,"Vanillin, Almond, Hedione","Bergamot, Baby's Breath, Pink Pepper","Sandalwood, Cashmeran and Orange",TRUE
309,HRMN-0309,NARCOTIQUE,Mine. Perfumery,"Blood Orange, Bergamot, Sicilian Lemon","Sea Salt, Cardamom, Petitgrain","Vetiver, Cedarwood, Ambrette",TRUE
310,HRMN-0310,Ruby Royale,Mine. Perfumery,"Cassis, Peony, Rose, Lavandin, Violet","Ruby, Strawberry, White Peach","Ambroxan, Patchouli, Pine, Amber",TRUE
311,HRMN-0311,Oud Absolute,Mine. Perfumery,"Blackcurrant, Wild Berry, Geranium","Benzoin, Jasmine, Musk, Resinous Vetiver","Amber, Oud, Ambroxan, Patchouli, Sandalwood, Maltol",TRUE
312,HRMN-0312,With Love,Mine. Perfumery,"Baby’s Breath, Coconut, Mimosa","Amber, Sandalwood, Vanillin",Clean Musk,TRUE
313,HRMN-0313,2021,Mine. Perfumery,"Urban Greenery, Lemon Zest, Pink Pepper","Rose (Delta Damascone,) Futuristic Florals, Ozonic Woods","Dry Woods, Benzoin, Tonka Bean, Dripping Honey",TRUE
314,HRMN-0314,Beige 96,Mine. Perfumery,"Juniper Berry, Skin Accord, Musk Mallow","Suede, Rose","Sandalwood, Vetiver, Orange, Clary Sage",TRUE
315,HRMN-0315,Miracle in Scent,Fordive,"Pink Pepper, Violet Leaf, English Rose","Orchid, Nutmeg, Raspberry","Leather, Ink, Tonka Bean, Musk",TRUE
316,HRMN-0316,Royal,Fordive,"Pineapple, Mint","Incense, Cumin, Jasmine","Caramel, Amber, Tobacco",TRUE
317,HRMN-0317,Utopia,Fordive,"Rhubarb, Grapefruit","Cherry, Vanilla, Cinnamon","Cashmere Wood, Virginia Cedarwood, Amber",TRUE
318,HRMN-0318,Fordive 1970,Fordive,"Pink Pepper, Juniper, Violet, Grapefruit","Cinnamon, Sage, Vanilla","Amber, Tonka Bean, Toffee, Oak",TRUE
319,HRMN-0319,Atlantis,Fordive,"Grapefruit, Black Currant, Sea Salt","Lily of the Valley, Pine, Jasmine","Amber, Praline",TRUE
320,HRMN-0320,Feeling Good,Fordive,"rasberry, peony","candy, ambery","praline, musky, floral",TRUE
321,HRMN-0321,Echoes Of Aqua,Nostalgy,"Apple, Bergamot, Orange, Ginger","Orange blossom, George, Pineapple","Ambroxan, Akigalawood, Cedar, Musk",TRUE
322,HRMN-0322,Nocturnal Oud,Nostalgy,"Saffron, Cardamom, Coriander, Pink Pepper, Raspberry","Leather, Jasmine Sambac, Orris, Vanilla, Orange Flower","Musk, Vanilla, Amber, Cedarwood, Coconut",TRUE
323,HRMN-0323,Rose in the Attic,Nostalgy,"Bulgarian Rose, Saffron, Bergamot","Agarwood, Sandalwood, Vetiver","Amber, Musk, Cedar",TRUE
324,HRMN-0324,Tranquil Corner,Nostalgy,"Green Tea Leaves , Petitgrain, Mandarin Orange","Jasmine, Muguet, Orange Blossom, iris","White Chocolate, Musk, Moss , Cedar, Vetiver",TRUE
325,HRMN-0325,Ginger Pandan Bread,Nostalgy,"Ginger, Pandan Leaf","Rice, Coconut Milk","Brown Sugar, Vanilla",TRUE
326,HRMN-0326,Fleur Du Glace,Nostalgy,"moringa, acassia, bergamote, honeysuckle","Iris, Jasmine, Tuberose, Gardenia","Vanilla, Coconut Milk, Sandalwood, Musk",TRUE
327,HRMN-0327,Winter in Rovaniemi,Nostalgy,"Bergamot, Ylang Ylang, Almond","Rose, Iris, Opoponax, Cardamom","Vanilla, Amber, Patchouli, Musk, Tonka Bean",TRUE
